state_abbr,year,fiscal_year,leg_total,leg_sales,leg_income,leg_corporate,leg_cigarette_tobacco,leg_fuel,leg_alcohol,leg_others,leg_fees,gov_total,gov_sales,gov_income,gov_corporate,gov_cigarette_tobacco,gov_fuel,gov_alcohol,gov_others,gov_fees,personal_income,population,taxes_last_year,percent_change_personal_income,percent_change_population,estimated_imbalance,state,gov_party,house_dem_share,senate_dem_share,citizen_ideology,year_of_biennium,ranney_10yrs,change_in_gov_party,change_in_house_dem_share,change_in_senate_dem_share,change_in_citizen_ideology,control,dem_gain_gov,dem_gain_house,dem_gain_senate
AL,1987,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,4,3.2,6.25,0,149,Alabama,Republican,0.8476190152380986,0.8571429,38.51693,First Year of Biennium,0.8453231,NA,NA,NA,NA,2,NA,0,0
AL,1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4,3.4,7.84,0,8,Alabama,Republican,0.8476190152380986,0.8571429,45.02993,Second Year of Biennium,0.8188571,No Change,0,0,6.512999999999998,2,0,0,0
AL,1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,4.1,3.7,9.09,0,67,Alabama,Republican,0.8333332990196088,0.8235293875432533,37.47248,First Year of Biennium,0.7923909,No Change,-0.01428571621848973,-0.03361351245674671,-7.557450000000003,2,0,0,0
AL,1990,1991,47e6,0,0,0,0,0,0,47e6,0,55e6,0,0,0,0,0,0,55e6,0,0.067,4.1,3.8,5,2.5,-3,Alabama,Republican,0.8333332990196088,0.8235293875432533,33.83535,Second Year of Biennium,0.7641528,No Change,0,0,-3.637129999999999,2,0,0,0
AL,1991,1992,22e6,0,0,0,0,0,0,22e6,0,0,0,0,0,0,0,0,0,0,0.072,4.2,3.9,6.35,0,0,Alabama,Republican,0.7904762,0.8,39.80908,First Year of Biennium,0.7359145,No Change,-0.04285709901960888,-0.02352938754325329,5.973730000000003,2,0,0,0
AL,1992,1993,1e8,0,0,0,0,1e8,0,0,0,52e7,1e8,15e7,52e6,0,0,0,22e7,0,0.075,4.2,4.2,7.46,2.44,32,Alabama,Republican,0.7809524,0.8,39.62212,Second Year of Biennium,0.7267941,No Change,-0.009523799999999971,0,-0.18695999999999913,2,0,0,0
AL,1993,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,4.3,4.6,4.17,0,119,Alabama,Democrat,0.7809524,0.8,39.01714,First Year of Biennium,0.7176735,Change,0,0,-0.6049800000000047,3,1,0,0
AL,1994,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,4.3,4.8,5.33,2.38,0,Alabama,Democrat,0.7809524,0.7714286,39.41495,Second Year of Biennium,0.6907538,No Change,0,-0.028571400000000025,0.3978099999999998,3,0,0,0
AL,1995,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,4.3,5.1,6.33,0,43,Alabama,Republican,0.7047619,0.6571428342857166,33.42988,First Year of Biennium,0.663834,Change,-0.07619049999999994,-0.1142857657142834,-5.98507,2,-1,0,0
AL,1996,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,4.4,5.3,4.76,0,46,Alabama,Republican,0.6952381,0.6571428342857166,29.39924,Second Year of Biennium,0.6567626,No Change,-0.009523800000000082,0,-4.030639999999998,2,0,0,0
AL,1997,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,4.4,5.5,4.55,2.33,0,Alabama,Republican,0.6857143,0.6470588114186867,36.02787,First Year of Biennium,0.6496912,No Change,-0.009523799999999971,-0.010084022867029918,6.628630000000001,2,0,0,0
AL,1998,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.4,5.7,6.52,0,34,Alabama,Republican,0.6761905,0.6285714371428563,41.35292,Second Year of Biennium,0.6560093,No Change,-0.009523799999999971,-0.01848737427583036,5.325049999999997,2,0,0,0
AL,1999,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,4.5,6,2.04,0,38,Alabama,Democrat,0.6571428342857166,0.6571428342857166,43.8336,First Year of Biennium,0.6623274,Change,-0.0190476657142834,0.028571397142860278,2.4806799999999996,3,1,0,0
AL,2000,2001,0,0,0,0,0,0,0,0,0,7e7,0,0,55e6,0,0,0,0,15e6,0.11,4.5,6.4,10,2.27,20,Alabama,Democrat,0.6571428342857166,0.6571428342857166,32.09575,Second Year of Biennium,0.6704177,No Change,0,0,-11.737849999999995,3,0,0,0
AL,2001,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,4.5,6.7,0,0,25,Alabama,Democrat,0.6504854210575945,0.6571428342857166,34.73193,First Year of Biennium,0.6785079,No Change,-0.006657413228122078,0,2.636179999999996,3,0,0,0
AL,2002,2003,0,0,0,0,0,0,0,0,0,16e6,0,0,0,0,0,0,0,16e6,0.12,4.5,6.5,9.09,0,15,Alabama,Democrat,0.6380952361904764,0.6857143,33.77884,Second Year of Biennium,0.6598387,No Change,-0.012390184867118181,0.028571465714283373,-0.953089999999996,3,0,0,0
AL,2003,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,4.5,6.4,0,0,51,Alabama,Republican,0.6095238,0.7142857,28.70806,First Year of Biennium,0.6411695,Change,-0.028571436190476418,0.028571400000000025,-5.070780000000003,2,-1,0,0
AL,2004,2005,17e7,19e6,0,0,87e6,0,0,56e6,11e6,85e6,0,0,0,0,0,0,5e7,35e6,0.14,4.6,7,8.33,0,421,Alabama,Republican,0.6,0.7142857,39.14338,Second Year of Biennium,0.6402997,No Change,-0.009523799999999971,0,10.43532,2,0,0,0
AL,2005,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,4.6,7.8,7.69,2.22,354,Alabama,Republican,0.6078431291810844,0.7142857,40.31812,First Year of Biennium,0.6394297,No Change,0.00784312918108443,0,1.17474,2,0,0,0
AL,2006,2007,0,0,0,0,0,0,0,0,0,-32e6,-35e5,-28e6,0,0,0,0,0,0,0.15,4.7,8.5,0,0,639,Alabama,Republican,0.6,0.7142857,40.31423,Second Year of Biennium,0.6346802,No Change,-0.00784312918108443,0,-0.0038899999999983947,2,0,0,0
AL,2007,2008,0,0,0,0,0,0,0,0,0,-53e6,-12e6,-35e6,-68e5,0,0,0,0,0,0.16,4.7,8.9,7.14,2.17,185,Alabama,Republican,0.5904762,0.6571428342857166,47.25583,First Year of Biennium,0.6299305,No Change,-0.009523799999999971,-0.0571428657142834,6.941600000000001,2,0,0,0
AL,2008,2009,-13e6,0,-65e6,52e6,0,0,0,0,0,16e6,0,-17e6,-67e5,0,0,0,4e7,0,0.16,4.8,9.1,6.67,0,49,Alabama,Republican,0.5904762,0.6285714371428563,48.36924,Second Year of Biennium,0.6117913,No Change,0,-0.028571397142860278,1.1134099999999947,2,0,0,0
AL,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,4.8,8.3,0,2.13,0,Alabama,Republican,0.5904762,0.5937500068359369,27.26303,First Year of Biennium,0.5936521,No Change,0,-0.03482143030691942,-21.106209999999997,2,0,0,0
AL,2010,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,4.8,8.2,0,0,38,Alabama,Republican,0.5714286,0.6,19.2529,Second Year of Biennium,0.5509141,No Change,-0.019047600000000053,0.00624999316406305,-8.01013,2,0,0,0
AL,2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,4.8,8.6,5.07,0.03,51,Alabama,Republican,0.4095238,0.3529411885813133,36.02374,First Year of Biennium,NA,No Change,-0.16190479999999996,-0.24705881141868669,16.770839999999996,0,0,-1,-1
AK,1987,1988,0,0,0,0,0,0,0,0,0,38e7,0,25e7,0,0,0,0,13e7,0,0.011,0.541984,1.1,-9.09,-0.91,95,Alaska,Democrat,0.6,0.4,54.97746,First Year of Biennium,0.4975067,NA,NA,NA,NA,2,NA,0,0
AK,1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.54716,1.3,10,0.5,-152,Alaska,Democrat,0.6,0.4,53.86577,Second Year of Biennium,0.4992336,No Change,0,0,-1.111690000000003,2,0,0,0
AK,1989,1990,18e7,0,0,0,52e5,0,0,17e7,0,23e7,53e6,0,0,0,37e6,0,14e7,0,0.013,0.55329,1.4,9.09,0.96,268,Alaska,Democrat,0.6,0.4,46.69838,First Year of Biennium,0.5009605,No Change,0,0,-7.1673899999999975,2,0,0,0
AK,1990,1991,0,0,0,0,0,0,0,0,0,34e6,0,0,0,0,34e6,0,0,0,0.013,0.570193,1.5,8.33,1.12,838,Alaska,Democrat,0.6,0.4,54.96703,Second Year of Biennium,0.5046217,No Change,0,0,8.268650000000001,2,0,0,0
AK,1995,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.608569,1.9,6.67,0.18,0,Alaska,Democrat,0.43589743589743585,0.4,30.47595,First Year of Biennium,0.5003777,No Change,-0.16410256410256413,0,-24.49108,1,0,-1,0
AK,1996,1997,0,0,0,0,0,0,0,0,0,89e6,0,0,0,33e6,42e6,6e6,0,8e6,0.017,0.612968,1.5,0,0.69,0,Alaska,Democrat,0.43589743589743585,0.4,37.0107,Second Year of Biennium,0.4928876,No Change,0,0,6.534749999999999,1,0,0,0
AK,1997,1998,22e6,0,0,0,17e6,5e6,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.619932,1.6,6.25,0.72,NA,Alaska,Democrat,0.375,0.35,31.84009,First Year of Biennium,0.4853976,No Change,-0.06089743589743585,-0.050000000000000044,-5.17061,1,0,0,0
AK,1998,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.624779,1.2,0,1.14,0,Alaska,Democrat,0.375,0.3,36.30187,Second Year of Biennium,0.4810976,No Change,0,-0.04999999999999999,4.461780000000001,1,0,0,0
AK,1999,2000,0,0,0,0,0,0,0,0,0,2e8,0,18e7,0,0,27e6,0,0,0,0.019,0.627963,0.91,5.88,0.78,-1984,Alaska,Democrat,0.35,0.25,32.9792,First Year of Biennium,0.4767976,No Change,-0.025000000000000022,-0.04999999999999999,-3.3226700000000022,1,0,0,0
AK,2000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.633714,1.4,5.56,0.51,0,Alaska,Democrat,0.35,0.25,21.73506,Second Year of Biennium,0.4702401,No Change,0,0,-11.244139999999998,1,0,0,0
AK,2001,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.642337,1.4,5.26,0.92,NA,Alaska,Democrat,0.325,0.3,28.6746,First Year of Biennium,0.4636826,No Change,-0.024999999999999967,0.04999999999999999,6.939540000000001,1,0,0,0
AK,2002,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.648414,1.1,5,1.36,0,Alaska,Democrat,0.325,0.3,30.81409,Second Year of Biennium,0.4413126,No Change,0,0,2.1394899999999986,1,0,0,0
AK,2003,2004,24e6,0,0,0,17e5,0,0,1e6,21e6,78e6,0,0,0,0,38e6,0,12e6,29e6,0.023,0.659286,1.1,4.76,0.95,0,Alaska,Republican,0.325,0.4,37.05696,First Year of Biennium,0.4189426,Change,0,0.10000000000000003,6.242869999999996,0,-1,0,0
AK,2004,2005,98e5,0,0,0,63e5,0,0,0,35e5,55e6,0,0,0,36e6,0,0,19e6,0,0.025,0.666946,1.3,4.55,1.68,226,Alaska,Republican,0.325,0.4,43.06116,Second Year of Biennium,0.4026688,No Change,0,0,6.004200000000004,0,0,0,0
AK,2005,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.675302,1.9,8.7,1.16,0,Alaska,Republican,0.35,0.4,40.29357,First Year of Biennium,0.386395,No Change,0.024999999999999967,0,-2.7675899999999984,0,0,0,0
AK,2006,2007,0,0,0,0,0,0,0,0,0,43e7,0,0,0,0,0,0,43e7,0,0.028,0.6803,2.5,4,1.25,0,Alaska,Republican,0.35,0.4,45.08204,Second Year of Biennium,0.3747025,No Change,0,0,4.788469999999997,0,0,0,0
AK,2007,2008,0,0,0,0,0,0,0,0,0,-14e5,0,0,0,0,0,0,0,-14e5,0.031,0.687455,3.7,7.69,0.74,0,Alaska,Republican,0.35,0.4,59.80638,First Year of Biennium,0.36301,No Change,0,0,14.724339999999998,0,0,0,0
AK,2008,2009,-36e6,0,0,0,0,-33e6,0,0,-25e5,-43e5,0,0,0,0,0,0,-18e5,-25e5,0.03,0.698895,8.7,10.71,1.05,-1363,Alaska,Republican,0.425,0.45,67.10396,Second Year of Biennium,0.3650025,No Change,0.07500000000000001,0.04999999999999999,7.2975800000000035,0,0,0,0
AK,2009,2010,34e6,0,0,0,0,34e6,0,0,0,-11e6,0,0,0,0,-8e6,0,0,-32e5,0.032,0.714146,5,-3.23,1.66,950,Alaska,Republican,0.45,0.5,64.23826,First Year of Biennium,0.366995,No Change,0.025000000000000022,0.04999999999999999,-2.865700000000004,0,0,0,0
AK,2010,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.723375,4.5,6.67,2.18,-785,Alaska,Republican,0.45,0.5,50.97919,Second Year of Biennium,0.3653775,No Change,0,0,-13.259069999999994,0,0,0,0
AK,2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.730307,5.5,8.92,1.29,1969,Alaska,Republican,0.4,0.5,55.60345,First Year of Biennium,NA,No Change,-0.04999999999999999,0,4.62426,0,0,0,0
AZ,1987,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,3.5,3.5,8.51,3.03,34,Arizona,Republican,0.4,0.3666667,38.00209,First Year of Biennium,0.445515,NA,NA,NA,NA,0,NA,0,0
AZ,1988,1989,15e7,23e6,35e6,29e6,0,0,0,66e6,0,76e6,5e7,2e7,62e5,0,0,0,0,0,0.059,3.6,3.7,7.84,2.94,5,Arizona,Democrat,0.4,0.3666667,37.7372,Second Year of Biennium,0.4461525,Change,0,0,-0.2648900000000012,1,1,0,0
AZ,1989,1990,84e6,7e6,36e6,0,0,0,0,42e6,0,26e7,0,0,1e7,3e7,0,1e7,21e7,0,0.062,3.7,4.1,7.27,2.86,6,Arizona,Democrat,0.4333333,0.4333333,37.22603,First Year of Biennium,0.44679,No Change,0.033333299999999955,0.06666659999999996,-0.5111699999999999,1,0,0,0
AZ,1990,1991,22e7,62e5,12e7,31e6,95e5,0,0,54e6,0,17e7,0,69e6,39e6,31e6,0,0,31e6,0,0.065,3.8,4.4,5.08,2.78,0,Arizona,Democrat,0.4333333,0.4333333,38.65205,Second Year of Biennium,0.4524142,No Change,0,0,1.4260200000000012,1,0,0,0
AZ,1991,1992,8e6,0,8e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,3.9,4.7,4.84,2.7,5,Arizona,Republican,0.45,0.5666667,35.66222,First Year of Biennium,0.4575008,Change,0.016666700000000034,0.1333334,-2.989830000000005,1,-1,0,1
AZ,1992,1993,-42e5,0,-42e5,0,0,0,0,0,0,-6e7,0,-6e7,0,0,0,0,0,0,0.075,4.1,4.8,7.69,2.63,5,Arizona,Republican,0.45,0.5666667,43.20976,Second Year of Biennium,0.4421275,No Change,0,0,7.547540000000005,1,0,0,0
AZ,1993,1994,-3e7,-11e6,-11e6,0,0,0,0,-75e5,0,-49e6,-17e5,-47e6,0,0,0,0,0,0,0.082,4.2,5.3,7.14,5.13,192,Arizona,Republican,0.4166667,0.4,39.2072,First Year of Biennium,0.4267542,No Change,-0.03333330000000001,-0.16666669999999995,-4.002560000000003,0,0,0,-1
AZ,1994,1995,-98e6,0,-1e8,42e5,0,0,0,0,0,-1e8,0,-1e8,0,0,0,0,0,0,0.089,4.4,5.7,9.33,2.44,221,Arizona,Republican,0.4166667,0.4,33.25286,Second Year of Biennium,0.4084108,No Change,0,0,-5.954340000000002,0,0,0,0
AZ,1995,1996,-2e8,0,-2e8,0,0,0,0,0,0,-2e8,0,-2e8,0,0,0,0,0,0,0.097,4.6,6.2,8.54,4.76,275,Arizona,Republican,0.3666667,0.3666667,40.25646,First Year of Biennium,0.3900675,No Change,-0.04999999999999999,-0.03333330000000001,7.003599999999999,0,0,0,0
AZ,1996,1997,-14e7,0,0,0,0,0,0,-14e7,0,-25e7,0,-5e7,0,0,0,0,-2e8,0,0.11,4.7,6.4,8.99,4.55,255,Arizona,Republican,0.3666667,0.3666667,36.16748,Second Year of Biennium,0.38988,No Change,0,0,-4.088979999999999,0,0,0,0
AZ,1997,1998,-14e7,-33e6,-11e7,0,0,0,0,0,0,-1e8,0,-1e8,0,0,0,0,0,0,0.12,4.9,6.6,13.4,2.17,497,Arizona,Republican,0.3666667,0.4,42.39118,First Year of Biennium,0.3771925,No Change,0,0.03333330000000001,6.223700000000001,0,0,0,0
AZ,1998,1999,-12e7,0,-3e7,-1e7,0,0,0,-8e7,0,-21e7,0,-6e7,-35e6,0,0,0,-12e7,0,0.12,5,6.9,9.09,4.26,60,Arizona,Republican,0.3666667,0.4,43.53239,Second Year of Biennium,0.3607183,No Change,0,0,1.141210000000001,0,0,0,0
AZ,1999,2000,-4e7,0,0,-47e5,0,0,0,-35e6,0,-13e6,0,0,0,0,0,0,-13e6,0,0.14,5.2,7.5,0,2.04,175,Arizona,Republican,0.3333333,0.46666665333333474,40.11072,First Year of Biennium,0.3442442,No Change,-0.03333340000000001,0.06666665333333471,-3.421669999999999,0,0,0,0
AZ,2000,2001,-22e5,0,0,0,0,0,0,-22e5,0,0,0,0,0,0,0,0,0,0,0.14,5.3,8.1,16.67,4,104,Arizona,Republican,0.3666667,0.46666665333333474,40.23054,Second Year of Biennium,0.3382,No Change,0.03333340000000001,0,0.11981999999999715,0,0,0,0
AZ,2001,2002,-15e6,0,-15e6,0,0,0,0,0,0,-15e6,0,0,-15e6,0,0,0,0,0,0.15,5.4,8.4,0,1.92,2,Arizona,Republican,0.4,0.5,42.84369,First Year of Biennium,0.3326933,No Change,0.03333330000000001,0.033333346666665264,2.6131500000000045,0,0,0,0
AZ,2002,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,5.5,8.5,7.14,1.89,61,Arizona,Republican,0.4,0.5,43.81531,Second Year of Biennium,0.3450825,No Change,0,0,0.9716199999999944,0,0,0,0
AZ,2003,2004,0,0,0,0,0,0,0,0,0,16e6,0,0,0,0,0,0,0,16e6,0.17,5.7,8.7,6.67,1.85,173,Arizona,Democrat,0.35,0.4333333,46.84286,First Year of Biennium,0.3574717,Change,-0.050000000000000044,-0.06666670000000002,3.027550000000005,1,1,0,0
AZ,2004,2005,74e6,0,74e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,5.8,9.6,6.25,3.64,144,Arizona,Democrat,0.35,0.4333333,47.75082,Second Year of Biennium,0.3719975,No Change,0,0,0.9079599999999957,1,0,0,0
AZ,2005,2006,-17e6,-6e5,-14e6,-33e5,0,0,0,0,1e6,0,0,0,0,0,0,0,0,0,0.21,6,11,11.76,1.75,1047,Arizona,Democrat,0.3666667,0.4,46.69436,First Year of Biennium,0.3865233,No Change,0.016666700000000034,-0.033333299999999955,-1.0564599999999942,1,0,0,0
AZ,2006,2007,-17e7,0,-17e7,0,0,0,0,0,0,-1e8,-25e6,-35e6,-2e7,0,0,0,-2e7,0,0.22,6.2,13,10.53,3.45,422,Arizona,Democrat,0.35,0.4,50.14946,Second Year of Biennium,0.4064625,No Change,-0.016666700000000034,0,3.4550999999999945,1,0,0,0
AZ,2007,2008,-18e7,0,-18e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,6.3,14,4.76,3.33,158,Arizona,Democrat,0.45,0.4333333,48.69186,First Year of Biennium,0.4264017,No Change,0.10000000000000003,0.033333299999999955,-1.4575999999999993,1,0,0,0
AZ,2008,2009,11e6,0,0,0,0,0,0,0,11e6,0,0,0,0,0,0,0,0,0,0.22,6.3,13,4.55,1.61,-441,Arizona,Democrat,0.45,0.4333333,48.54311,Second Year of Biennium,0.4334608,No Change,0,0,-0.14874999999999972,1,0,0,0
AZ,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,6.4,11,-4.35,0,50,Arizona,Republican,0.4166667,0.4,44.17938,First Year of Biennium,0.44052,Change,-0.03333330000000001,-0.033333299999999955,-4.363729999999997,0,-1,0,0
AZ,2010,2011,93e7,92e7,13e6,-1e7,0,0,0,0,12e6,94e7,92e7,0,0,0,0,0,0,17e6,0.23,6.5,10,0,1.59,3,Arizona,Republican,0.4166667,0.4,39.17368,Second Year of Biennium,0.4230008,No Change,0,0,-5.0057000000000045,0,0,0,0
AZ,2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,6.6,12,4.42,1.07,3,Arizona,Republican,0.3333333,0.3,47.28214,First Year of Biennium,NA,No Change,-0.0833334,-0.10000000000000003,8.1084600000000009,0,0,0,0
AR,1987,1988,43e6,15e6,26e6,0,0,0,1e6,1e6,0,46e6,0,36e6,0,0,0,0,11e6,0,0.031,2.3,1.9,3.7,0,0,Arkansas,Democrat,0.91,0.8857143,50.92506,First Year of Biennium,0.8351021,NA,NA,NA,NA,3,NA,0,0
AR,1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,2.3,2,7.14,0,0,Arkansas,Democrat,0.91,0.8857143,56.59661,Second Year of Biennium,0.8310997,No Change,0,0,5.671549999999996,3,0,0,0
AR,1989,1990,52e5,48e5,0,-1e6,0,0,0,14e5,0,22e7,22e7,-37e6,16e6,98e5,0,23e5,86e5,0,0.034,2.4,2.2,6.67,0,0,Arkansas,Democrat,0.888888888888889,0.8857143,53.94796,First Year of Biennium,0.8270973,No Change,-0.02111111111111108,0,-2.6486499999999964,3,0,0,0
AR,1990,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,2.4,2.3,6.25,4.35,0,Arkansas,Democrat,0.888888888888889,0.8857143,41.13787,Second Year of Biennium,0.839312,No Change,0,0,-12.810090000000002,3,0,0,0
AR,1991,1992,28e7,16e7,-14e6,1e7,28e5,94e6,0,3e7,0,16e7,17e7,-14e6,0,0,0,0,0,0,0.039,2.4,2.4,5.88,0,0,Arkansas,Democrat,0.91,0.8857143,40.27706,First Year of Biennium,0.8515266,No Change,0.02111111111111108,0,-0.8608100000000007,3,0,0,0
AR,1992,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,2.5,2.7,8.33,0,0,Arkansas,Democrat,0.9090909090909092,0.8857143,45.69466,Second Year of Biennium,0.8500203,No Change,-9.090909090908594e-4,0,5.4176,3,0,0,0
AR,1993,1994,92e6,0,0,0,29e6,0,0,41e6,22e6,92e6,0,0,0,29e6,0,0,41e6,22e6,0.044,2.5,2.9,5.13,4.17,0,Arkansas,Democrat,0.898989898989899,0.8571429,42.23121,First Year of Biennium,0.848514,No Change,-0.010101010101010166,-0.028571399999999914,-3.4634500000000017,3,0,0,0
AR,1994,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,2.5,3.2,7.32,0,0,Arkansas,Democrat,0.888888888888889,0.8571429,40.29626,Second Year of Biennium,0.8449661,No Change,-0.010101010101010055,0,-1.9349500000000006,3,0,0,0
AR,1995,1996,-17e6,0,0,0,0,0,0,-18e6,14e5,0,0,0,0,0,0,0,0,0,0.049,2.6,3.4,4.55,0,0,Arkansas,Democrat,0.88,0.8,40.07278,First Year of Biennium,0.8289182,No Change,-0.008888888888888946,-0.057142899999999996,-0.22347999999999502,3,0,0,0
AR,1996,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,2.6,3.7,6.52,4,0,Arkansas,Republican,0.8787878787878788,0.8,35.48787,Second Year of Biennium,0.8122301,Change,-0.00121212121212122,0,-4.584910000000001,2,-1,0,0
AR,1997,1998,33e6,32e6,0,0,0,0,0,0,11e5,0,0,0,0,0,0,0,0,0,0.055,2.6,3.8,6.12,0,0,Arkansas,Republican,0.8686868686868687,0.8235293875432533,45.35253,First Year of Biennium,0.7955419,No Change,-0.010101010101010055,0.02352938754325329,9.86466,2,0,0,0
AR,1998,1999,0,0,0,0,0,0,0,0,0,-98e6,0,-97e6,0,0,0,0,-13e5,0,0.057,2.7,4.1,5.77,0,37,Arkansas,Republican,0.86,0.8,47.00432,Second Year of Biennium,0.7722261,No Change,-0.008686868686868743,-0.02352938754325329,1.6517899999999983,2,0,0,0
AR,1999,2000,-21e6,0,-16e6,0,0,0,0,-57e5,0,-21e6,0,-16e6,0,0,0,0,-57e5,0,0.06,2.7,4.6,3.64,3.85,0,Arkansas,Republican,0.76,0.8285714,46.31619,First Year of Biennium,0.7489102,No Change,-0.09999999999999998,0.028571399999999914,-0.688130000000001,2,0,0,0
AR,2000,2001,-15e6,0,-15e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,2.7,4.9,5.26,0,0,Arkansas,Republican,0.7628865979381444,0.8285714,33.54799,Second Year of Biennium,0.7237356,No Change,0.0028865979381443863,0,-12.7682,2,0,0,0
AR,2001,2002,-23e5,0,0,0,0,0,0,-23e5,0,0,0,0,0,0,0,0,0,0,0.066,2.7,5,6.67,0,0,Arkansas,Republican,0.7,0.7714286,49.72429,First Year of Biennium,0.698561,No Change,-0.06288659793814444,-0.05714279999999994,16.176300000000005,2,0,0,0
AR,2002,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,2.7,5.2,3.13,0,0,Arkansas,Republican,0.7,0.7714286,43.52847,Second Year of Biennium,0.6768109,No Change,0,0,-6.195820000000005,2,0,0,0
AR,2003,2004,11e7,0,51e6,32e5,55e6,0,0,0,0,22e7,22e7,0,0,0,0,0,0,0,0.074,2.7,5.1,4.55,0,0,Arkansas,Republican,0.72,0.7714286,50.40571,First Year of Biennium,0.6550608,No Change,0.020000000000000018,0,6.8772400000000005,2,0,0,0
AR,2004,2005,55e6,0,0,0,55e6,0,0,0,0,12e7,0,65e6,54e5,55e6,0,0,0,0,0.077,2.8,5.6,7.25,0,0,Arkansas,Republican,0.7,0.7714286,52.62814,Second Year of Biennium,0.634629,No Change,-0.020000000000000018,0,2.222430000000003,2,0,0,0
AR,2005,2006,-6e7,-51e5,-49e6,-56e5,0,0,0,0,0,-54e6,0,-48e6,-56e5,0,0,0,0,0,0.083,2.8,6.5,4.05,3.7,0,Arkansas,Republican,0.72,0.7714286,49.1916,First Year of Biennium,0.6266972,No Change,0.020000000000000018,0,-3.436540000000001,2,0,0,0
AR,2006,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,2.8,7,7.79,0,0,Arkansas,Republican,0.72,0.7714286,49.14935,Second Year of Biennium,0.6349958,No Change,0,0,-0.042250000000002785,2,0,0,0
AR,2007,2008,-2e8,-18e7,-15e6,0,0,24e6,0,-27e6,0,-2e8,-18e7,-15e6,0,0,24e6,0,-27e6,0,0.094,2.9,7.4,7.23,0,0,Arkansas,Democrat,0.75,0.7714286,56.38674,First Year of Biennium,0.6432943,Change,0.030000000000000027,0,7.237390000000005,3,1,0,0
AR,2008,2009,-1e7,-1e7,0,0,0,0,0,0,0,-1e7,-1e7,0,0,0,0,0,0,0,0.093,2.9,7.5,5.62,3.57,0,Arkansas,Democrat,0.75,0.7714286,57.63297,Second Year of Biennium,0.6579275,No Change,0,0,1.246229999999997,3,0,0,0
